Datetime,Close,High,Low,Open,Volume,Returns,Log_Close,Zscore_Close,MinMax_Close,MA_5,MA_10,EMA_5,EMA_10,Smooth_Close,Volatility
2025-12-01 14:30:00+00:00,3716.798095703125,3727.47265625,3709.559326171875,3724.851318359375,0,,8.220617849667521,-1.2757122349226735,0.32806761240289006,,,3716.798095703125,3716.798095703125,3717.7758440290177,
2025-12-01 15:30:00+00:00,3723.897705078125,3727.46630859375,3711.521240234375,3716.637939453125,0,0.0019101412538946594,8.222526168921426,-1.056592729621801,0.37769828374817394,,,3719.1646321614585,3718.0889337713065,3723.8271484375005,
2025-12-01 16:30:00+00:00,3728.767578125,3731.2685546875,3723.86279296875,3723.86279296875,0,0.0013077354515496076,8.223833050031725,-0.906290914895649,0.4117417157056842,,,3722.3656141493057,3720.030505471978,3727.278180803572,
2025-12-01 17:30:00+00:00,3731.485107421875,3733.151123046875,3728.154296875,3728.940185546875,0,0.0007288009348764835,8.224561585520163,-0.8224181771547958,0.430738930380528,,,3725.4054452401624,3722.113160371959,3728.128941127235,
2025-12-01 18:30:00+00:00,3721.335205078125,3734.4619140625,3721.155029296875,3731.490234375,0,-0.0027200704415413224,8.2218378089649,-1.1356807051251696,0.35978481997788236,3724.45673828125,,3724.0486985194834,3721.9717139548984,3723.9766903831874,
2025-12-01 19:30:00+00:00,3721.605712890625,3723.624755859375,3717.78759765625,3721.36474609375,0,7.269106317830953e-05,8.221910497386212,-1.127331860150157,0.3616758373042437,3725.41826171875,,3723.2343699765306,3721.9051683068487,3721.9135858444974,
2025-12-01 20:30:00+00:00,3716.609375,3723.0068359375,3714.030029296875,3721.644775390625,0,-0.0013425220929017545,8.22056707330314,-1.281536835252714,0.32674833767971734,3723.960595703125,,3721.0260383176874,3720.9422967965124,3718.841552734378,
2025-12-02 14:30:00+00:00,3726.358154296875,3735.38037109375,3723.78564453125,3723.78564453125,0,0.0026230303788314924,8.223186669541713,-0.9806544086306666,0.3948983492852385,3723.4787109375,,3722.80341031075,3721.9269981602147,3721.7195289248543,
2025-12-02 15:30:00+00:00,3717.3583984375,3737.61572265625,3716.20849609375,3726.243896484375,0,-0.002415161261135723,8.220768587074215,-1.2584192753399532,0.33198447590830327,3720.653369140625,,3720.9884063530003,3721.0963436651755,3723.376639229914,
2025-12-02 16:30:00+00:00,3730.743408203125,3731.413818359375,3714.039306640625,3717.339111328125,0,0.0036006777746400154,8.224362797927519,-0.8453096853083051,0.4255539929820742,3722.535009765625,3723.4958740234374,3724.240073636375,3722.850355399348,3724.671200706848,
2025-12-02 17:30:00+00:00,3723.290283203125,3732.425537109375,3717.736328125,3730.67724609375,0,-0.0019977586728725516,8.22236304107309,-1.0753399555223708,0.3734520282355511,3722.871923828125,3724.1450927734377,3723.923476825292,3722.9303422727617,3725.560942150301,0.0022224405814309533
2025-12-02 18:30:00+00:00,3724.84814453125,3727.707275390625,3719.30859375,3723.25634765625,0,0.0004184098497914679,8.222781363413889,-1.0272587463296312,0.38434244480550817,3724.519677734375,3724.24013671875,3724.231699393945,3723.2790335924865,3727.572253999259,0.0021417652749729493
2025-12-02 19:30:00+00:00,3730.700439453125,3731.7587890625,3724.6982421875,3724.83447265625,0,0.0015711499354591485,8.224351280384568,-0.8466358556292457,0.4252536147786081,3725.388134765625,3724.4334228515627,3726.387946080338,3724.6283801126024,3725.905726841521,0.0021607945078525796
2025-12-02 20:30:00+00:00,3725.630859375,3732.341552734375,3724.53564453125,3730.68603515625,0,-0.001358881572080417,8.222991474695652,-1.003101348324315,0.38981410685272166,3727.042626953125,3723.847998046875,3726.135583845226,3724.8106490694017,3727.1416713169674,0.002189013429406021
2025-12-03 14:30:00+00:00,3726.635009765625,3729.65478515625,3716.33544921875,3724.42919921875,0,0.0002695249284019319,8.223260963308736,-0.9721096521309694,0.39683374066438404,3726.220947265625,3724.377978515625,3726.302059152026,3725.1423510141694,3728.6826636904793,0.001995326467968862
2025-12-03 15:30:00+00:00,3731.02294921875,3733.64892578125,3725.022216796875,3726.619384765625,0,0.0011774535047373025,8.224437724158754,-0.8366820431635493,0.42750815799893616,3727.76748046875,3725.3197021484375,3727.8756891742673,3726.2115506877294,3730.9757603236635,0.0020213467518974807
2025-12-03 16:30:00+00:00,3737.2431640625,3737.815673828125,3727.138916015625,3731.0283203125,0,0.0016671607032201496,8.226103496692222,-0.6447038190901095,0.4709913163392123,3730.246484375,3727.3830810546874,3730.998180803678,3728.2172985740513,3735.630626860122,0.0019807781976847864
2025-12-03 17:30:00+00:00,3739.083251953125,3740.417724609375,3736.06201171875,3737.300048828125,0,0.0004923650428527715,8.22659574056318,-0.5879120821075554,0.4838546715637442,3731.923046875,3728.6555908203127,3733.6932045201606,3730.1929264611554,3739.8168364025328,0.0018435150346495864
2025-12-03 18:30:00+00:00,3741.340087890625,3742.208251953125,3738.803955078125,3739.203369140625,0,0.0006035800182628837,8.227199138500287,-0.5182580000236054,0.4996313540230233,3735.064892578125,3731.053759765625,3736.242165643649,3732.219683084695,3741.5087309337828,0.0015684086940660608
2025-12-03 19:30:00+00:00,3742.8798828125,3744.553955078125,3740.809814453125,3741.419921875,0,0.0004115624042997368,8.22761061623601,-0.4707343851703522,0.5103954752119719,3738.3138671875,3732.2674072265627,3738.454738033266,3734.157901217023,3741.061267671134,0.001175515902178603
2025-12-03 20:30:00+00:00,3738.68359375,3743.007568359375,3738.041259765625,3742.727294921875,0,-0.0011211391211803923,8.22648884816823,-0.6002469731040315,0.48106081293265035,3739.84599609375,3733.80673828125,3738.5310232721777,3734.9807544048367,3739.4909900483663,0.001003051039697965
2025-12-04 14:30:00+00:00,3737.605224609375,3745.798828125,3730.56982421875,3742.1533203125,0,-0.0002884355184342713,8.226200371044271,-0.6335293271244564,0.4735223440422729,3739.918408203125,3735.0824462890623,3738.2224237179103,3735.457930805662,3737.835007440479,0.0010272503534068137
2025-12-04 15:30:00+00:00,3736.796875,3742.639404296875,3731.0810546875,3737.685302734375,0,-0.00021627474299656946,8.22598407291052,-0.658477906287152,0.46787147908958104,3739.4611328125,3735.69208984375,3737.74724081194,3735.7013752046323,3739.3611537388424,0.0009416364965597186
2025-12-04 16:30:00+00:00,3740.314697265625,3743.20263671875,3734.263916015625,3736.672607421875,0,0.0009414004515899688,8.22692503052261,-0.5499052463187796,0.49246323780396395,3739.2560546875,3737.1604736328127,3738.603059629835,3736.5401610339036,3739.4586588541697,0.0007984419579476346
2025-12-04 17:30:00+00:00,3744.243896484375,3744.314453125,3738.275146484375,3740.24462890625,0,0.001050499633526103,8.227974978767518,-0.4286360125391289,0.5199307764776577,3739.528857421875,3738.9213623046876,3740.4833385813486,3737.9408402067165,3737.6062941778305,0.0008227683167830988
2025-12-04 18:30:00+00:00,3730.76806640625,3744.515625,3726.876708984375,3744.1630859375,0,-0.003599079133380756,8.224369407366696,-0.8445486443854926,0.4257263691102011,3737.945751953125,3738.8958740234375,3737.2449145229825,3736.6366995157223,3734.969122023813,0.0014864303865026632
2025-12-04 19:30:00+00:00,3733.7841796875,3739.627197265625,3730.231689453125,3730.769775390625,0,0.0008084429874932741,8.225177523740177,-0.7514605299258303,0.44681087096025607,3737.18154296875,3738.5499755859373,3736.0913362444885,3736.1180595469546,3738.2335379464316,0.0014014147728153258
