Datetime,"('Close', '^RUI')","('High', '^RUI')","('Low', '^RUI')","('Open', '^RUI')","('Volume', '^RUI')"
2025-12-10 20:30:00+00:00,3758.253662109375,3767.22314453125,3758.22998046875,3762.9228515625,0
2025-12-11 14:30:00+00:00,3754.39013671875,3756.6728515625,3733.258544921875,3755.293701171875,0
2025-12-11 15:30:00+00:00,3744.830322265625,3755.0869140625,3742.4580078125,3754.312744140625,0
2025-12-11 16:30:00+00:00,3759.855712890625,3762.50830078125,3744.840576171875,3744.840576171875,0
2025-12-11 17:30:00+00:00,3761.786376953125,3764.4208984375,3758.215087890625,3759.883544921875,0
2025-12-11 18:30:00+00:00,3767.268798828125,3767.673828125,3760.388916015625,3761.908935546875,0
2025-12-11 19:30:00+00:00,3765.646240234375,3769.986083984375,3765.646240234375,3767.270751953125,0
2025-12-11 20:30:00+00:00,3768.701171875,3769.394775390625,3763.822265625,3765.624755859375,0
2025-12-12 14:30:00+00:00,3740.059326171875,3769.616943359375,3740.013671875,3769.616943359375,0
2025-12-12 15:30:00+00:00,3725.752685546875,3749.3916015625,3717.971435546875,3740.080810546875,0
2025-12-12 16:30:00+00:00,3727.05029296875,3735.219482421875,3714.7861328125,3725.83251953125,0
2025-12-12 17:30:00+00:00,3739.386962890625,3742.51025390625,3724.940185546875,3727.158203125,0
2025-12-12 18:30:00+00:00,3726.48828125,3739.733642578125,3725.7392578125,3739.675048828125,0
2025-12-12 19:30:00+00:00,3726.192138671875,3731.717529296875,3725.136962890625,3726.57177734375,0
2025-12-12 20:30:00+00:00,3727.908935546875,3728.353271484375,3719.140625,3726.094482421875,0
2025-12-15 14:30:00+00:00,3715.407958984375,3745.559326171875,3712.95556640625,3738.248291015625,0
2025-12-15 15:30:00+00:00,3731.62890625,3732.891357421875,3714.956298828125,3715.441162109375,0
2025-12-15 16:30:00+00:00,3719.8271484375,3732.044677734375,3717.515625,3731.9287109375,0
2025-12-15 17:30:00+00:00,3716.182861328125,3723.77685546875,3713.75244140625,3719.67333984375,0
2025-12-15 18:30:00+00:00,3720.966552734375,3724.562744140625,3714.89013671875,3716.133056640625,0
2025-12-15 19:30:00+00:00,3721.978271484375,3725.632080078125,3719.018310546875,3720.921630859375,0
2025-12-15 20:30:00+00:00,3720.440673828125,3724.13720703125,3719.131103515625,3721.826171875,0
2025-12-16 14:30:00+00:00,3703.5732421875,3721.764892578125,3696.93701171875,3712.73974609375,0
2025-12-16 15:30:00+00:00,3700.710693359375,3712.887939453125,3699.446044921875,3703.50146484375,0
2025-12-16 16:30:00+00:00,3701.722900390625,3709.369140625,3698.298583984375,3700.86669921875,0
2025-12-16 17:30:00+00:00,3691.583984375,3705.949462890625,3689.6533203125,3701.55029296875,0
2025-12-16 18:30:00+00:00,3699.05908203125,3707.5302734375,3691.668212890625,3691.668212890625,0
2025-12-16 19:30:00+00:00,3711.235595703125,3711.235595703125,3698.923583984375,3699.1484375,0
2025-12-16 20:30:00+00:00,3710.0439453125,3718.408203125,3710.0439453125,3711.3125,0
2025-12-17 14:30:00+00:00,3712.06689453125,3717.10595703125,3703.885009765625,3713.115966796875,0
2025-12-17 15:30:00+00:00,3688.394287109375,3712.92919921875,3681.775390625,3712.256103515625,0
2025-12-17 16:30:00+00:00,3685.867431640625,3690.113525390625,3680.016845703125,3688.242431640625,0
2025-12-17 17:30:00+00:00,3681.2890625,3689.78662109375,3679.4453125,3685.810302734375,0
2025-12-17 18:30:00+00:00,3675.742431640625,3681.7080078125,3673.83349609375,3681.09326171875,0
2025-12-17 19:30:00+00:00,3675.77880859375,3680.080078125,3674.607421875,3675.691162109375,0
2025-12-17 20:30:00+00:00,3669.868408203125,3678.2470703125,3668.8369140625,3675.98828125,0
2025-12-18 14:30:00+00:00,3711.56640625,3712.6904296875,3694.1455078125,3700.0888671875,0
2025-12-18 15:30:00+00:00,3715.65966796875,3720.193603515625,3710.560791015625,3711.784912109375,0
2025-12-18 16:30:00+00:00,3694.01904296875,3720.3681640625,3689.76171875,3715.540283203125,0
2025-12-18 17:30:00+00:00,3709.82373046875,3710.653076171875,3693.046142578125,3693.917236328125,0
2025-12-18 18:30:00+00:00,3700.86181640625,3714.39697265625,3698.522705078125,3709.84375,0
2025-12-18 19:30:00+00:00,3703.2109375,3704.121337890625,3691.4052734375,3700.835693359375,0
2025-12-18 20:30:00+00:00,3697.8583984375,3707.921875,3697.258544921875,3703.17529296875,0
2025-12-19 14:30:00+00:00,3723.06591796875,3728.868408203125,3706.78564453125,3706.78564453125,0
2025-12-19 15:30:00+00:00,3728.342041015625,3728.51708984375,3720.16162109375,3722.957275390625,0
2025-12-19 16:30:00+00:00,3731.56201171875,3732.1279296875,3724.35791015625,3728.423828125,0
2025-12-19 17:30:00+00:00,3732.384033203125,3734.0517578125,3730.016845703125,3731.57666015625,0
2025-12-19 18:30:00+00:00,3731.416015625,3732.835693359375,3729.264892578125,3732.482666015625,0
2025-12-19 19:30:00+00:00,3729.9736328125,3733.024169921875,3729.519287109375,3731.395751953125,0
2025-12-19 20:30:00+00:00,3730.247314453125,3731.64990234375,3726.054443359375,3730.127197265625,0
2025-12-22 14:30:00+00:00,3749.348388671875,3751.63818359375,3744.49072265625,3745.466552734375,0
2025-12-22 15:30:00+00:00,3754.5322265625,3755.934326171875,3744.0751953125,3749.225830078125,0
2025-12-22 16:30:00+00:00,3754.203369140625,3756.704345703125,3753.18408203125,3754.56298828125,0
2025-12-22 17:30:00+00:00,3754.689453125,3757.804443359375,3753.033935546875,3754.20849609375,0
2025-12-22 18:30:00+00:00,3754.02294921875,3755.591552734375,3751.4677734375,3754.660888671875,0
2025-12-22 19:30:00+00:00,3755.1201171875,3755.751708984375,3753.816650390625,3754.054443359375,0
2025-12-22 20:30:00+00:00,3756.161865234375,3756.341796875,3753.563232421875,3755.10107421875,0
2025-12-23 14:30:00+00:00,3755.024658203125,3761.9033203125,3750.83935546875,3751.491455078125,0
2025-12-23 15:30:00+00:00,3761.860107421875,3762.99755859375,3755.26904296875,3755.26904296875,0
2025-12-23 16:30:00+00:00,3765.223388671875,3765.535888671875,3761.11083984375,3761.833740234375,0
2025-12-23 17:30:00+00:00,3767.4755859375,3768.00390625,3763.42529296875,3765.115966796875,0
2025-12-23 18:30:00+00:00,3769.21337890625,3769.45361328125,3767.1650390625,3767.488525390625,0
2025-12-23 19:30:00+00:00,3768.92236328125,3769.820556640625,3768.322998046875,3769.122314453125,0
2025-12-23 20:30:00+00:00,3770.544677734375,3770.713134765625,3767.62939453125,3768.93701171875,0
2025-12-24 14:30:00+00:00,3775.58349609375,3775.993408203125,3768.402099609375,3769.4013671875,0
2025-12-24 15:30:00+00:00,3780.311279296875,3780.43896484375,3775.056640625,3775.61865234375,0
2025-12-24 16:30:00+00:00,3783.57373046875,3783.974365234375,3780.208740234375,3780.327880859375,0
2025-12-26 14:30:00+00:00,3783.46875,3788.241455078125,3778.15234375,3783.391845703125,0
2025-12-26 15:30:00+00:00,3780.964599609375,3784.706787109375,3778.974853515625,3783.45263671875,0
2025-12-26 16:30:00+00:00,3779.97509765625,3781.414306640625,3776.569091796875,3780.93603515625,0
2025-12-26 17:30:00+00:00,3777.82861328125,3780.406005859375,3776.1201171875,3780.005859375,0
2025-12-26 18:30:00+00:00,3779.510986328125,3781.701171875,3777.760986328125,3777.800048828125,0
2025-12-26 19:30:00+00:00,3780.635498046875,3780.953125,3779.526611328125,3779.526611328125,0
2025-12-26 20:30:00+00:00,3780.37890625,3782.109375,3779.7080078125,3780.640380859375,0
2025-12-29 14:30:00+00:00,3768.244384765625,3775.68798828125,3762.439208984375,3767.941162109375,0
2025-12-29 15:30:00+00:00,3763.642578125,3770.00439453125,3762.17041015625,3768.239501953125,0
2025-12-29 16:30:00+00:00,3758.72216796875,3765.314697265625,3758.26953125,3763.6875,0
2025-12-29 17:30:00+00:00,3764.353759765625,3765.183349609375,3758.547607421875,3758.740234375,0
2025-12-29 18:30:00+00:00,3764.9345703125,3767.127685546875,3762.1513671875,3764.386474609375,0
2025-12-29 19:30:00+00:00,3769.25927734375,3771.029052734375,3764.89453125,3764.89453125,0
2025-12-29 20:30:00+00:00,3766.645751953125,3770.10595703125,3765.416015625,3769.2646484375,0
2025-12-30 14:30:00+00:00,3762.351806640625,3771.06005859375,3761.804443359375,3764.320556640625,0
2025-12-30 15:30:00+00:00,3769.346435546875,3770.8017578125,3760.45361328125,3762.454833984375,0
2025-12-30 16:30:00+00:00,3764.62451171875,3769.586181640625,3762.572509765625,3769.43212890625,0
2025-12-30 17:30:00+00:00,3766.6640625,3766.691650390625,3763.940185546875,3764.620361328125,0
2025-12-30 18:30:00+00:00,3766.842529296875,3767.371337890625,3765.180908203125,3766.659423828125,0
2025-12-30 19:30:00+00:00,3765.351806640625,3767.348388671875,3763.281005859375,3766.812255859375,0
2025-12-30 20:30:00+00:00,3761.545654296875,3766.90625,3761.13720703125,3765.32861328125,0
2025-12-31 14:30:00+00:00,3752.886962890625,3763.127685546875,3750.07080078125,3761.81591796875,0
2025-12-31 15:30:00+00:00,3750.72900390625,3753.388671875,3746.1630859375,3753.0126953125,0
2025-12-31 16:30:00+00:00,3750.30029296875,3752.1240234375,3748.44873046875,3750.78125,0
2025-12-31 17:30:00+00:00,3751.910400390625,3752.026611328125,3748.52880859375,3750.323486328125,0
2025-12-31 18:30:00+00:00,3750.59228515625,3756.316650390625,3750.499267578125,3751.91552734375,0
2025-12-31 19:30:00+00:00,3737.917724609375,3750.83154296875,3737.34375,3750.5693359375,0
2025-12-31 20:30:00+00:00,3732.97802734375,3742.748046875,3732.4560546875,3737.77197265625,0
2026-01-02 14:30:00+00:00,3735.384521484375,3759.104736328125,3731.536865234375,3743.528076171875,0
2026-01-02 15:30:00+00:00,3734.7890625,3746.5771484375,3726.763427734375,3735.14501953125,0
2026-01-02 16:30:00+00:00,3737.547607421875,3738.0224609375,3726.278564453125,3734.523193359375,0
2026-01-02 17:30:00+00:00,3729.79443359375,3739.595458984375,3728.07958984375,3737.732421875,0
2026-01-02 18:30:00+00:00,3740.3994140625,3740.6923828125,3723.944580078125,3729.799560546875,0
2026-01-02 19:30:00+00:00,3743.036865234375,3745.82470703125,3740.527099609375,3740.527099609375,0
2026-01-02 20:30:00+00:00,3742.237548828125,3743.42919921875,3736.4248046875,3742.878173828125,0
2026-01-05 14:30:00+00:00,3773.652099609375,3773.674072265625,3757.41796875,3757.41796875,0
2026-01-05 15:30:00+00:00,3773.95166015625,3775.049560546875,3770.725341796875,3773.541015625,0
2026-01-05 16:30:00+00:00,3773.52734375,3778.037353515625,3772.8291015625,3773.8916015625,0
2026-01-05 17:30:00+00:00,3773.385986328125,3775.44775390625,3769.905517578125,3773.603515625,0
2026-01-05 18:30:00+00:00,3773.088134765625,3775.391357421875,3772.665283203125,3773.423583984375,0
2026-01-05 19:30:00+00:00,3771.57666015625,3773.618896484375,3768.833740234375,3773.14306640625,0
2026-01-05 20:30:00+00:00,3768.77685546875,3772.402099609375,3767.072509765625,3771.529541015625,0
2026-01-06 14:30:00+00:00,3784.2890625,3785.177978515625,3769.3447265625,3773.54638671875,0
2026-01-06 15:30:00+00:00,3776.0693359375,3784.202392578125,3772.833251953125,3784.07470703125,0
2026-01-06 16:30:00+00:00,3783.962890625,3784.48828125,3774.3662109375,3776.880615234375,0
2026-01-06 17:30:00+00:00,3786.595458984375,3788.142578125,3784.393798828125,3784.606689453125,0
2026-01-06 18:30:00+00:00,3792.923583984375,3793.6865234375,3786.74609375,3786.74609375,0
2026-01-06 19:30:00+00:00,3793.914794921875,3794.776611328125,3792.493896484375,3792.966796875,0
2026-01-06 20:30:00+00:00,3794.34326171875,3794.922607421875,3793.634521484375,3793.634521484375,0
2026-01-07 14:30:00+00:00,3790.857421875,3799.268310546875,3787.755126953125,3793.750244140625,0
2026-01-07 15:30:00+00:00,3793.62744140625,3797.04736328125,3787.950927734375,3790.85107421875,0
2026-01-07 16:30:00+00:00,3802.15966796875,3803.2763671875,3793.81787109375,3793.909912109375,0
2026-01-07 17:30:00+00:00,3793.525146484375,3802.24609375,3793.10693359375,3802.1171875,0
2026-01-07 18:30:00+00:00,3791.01416015625,3798.3818359375,3789.990234375,3793.47119140625,0
2026-01-07 19:30:00+00:00,3783.856201171875,3793.5078125,3783.10546875,3790.9169921875,0
2026-01-07 20:30:00+00:00,3780.15625,3783.838623046875,3778.983154296875,3783.838623046875,0
2026-01-08 14:30:00+00:00,3780.613037109375,3781.8447265625,3768.12255859375,3781.320556640625,0
2026-01-08 15:30:00+00:00,3777.339599609375,3781.642822265625,3774.41015625,3780.490234375,0
2026-01-08 16:30:00+00:00,3778.843505859375,3782.3447265625,3774.393310546875,3777.251953125,0
2026-01-08 17:30:00+00:00,3780.4091796875,3785.91162109375,3776.781005859375,3778.8759765625,0
2026-01-08 18:30:00+00:00,3777.0322265625,3781.245361328125,3773.71875,3780.382080078125,0
2026-01-08 19:30:00+00:00,3779.875,3780.241455078125,3775.216796875,3777.0703125,0
2026-01-08 20:30:00+00:00,3780.22265625,3782.37353515625,3778.627197265625,3779.831787109375,0
2026-01-09 14:30:00+00:00,3799.6220703125,3800.375244140625,3778.6005859375,3786.3125,0
2026-01-09 15:30:00+00:00,3798.4677734375,3801.71337890625,3790.16796875,3799.60791015625,0
2026-01-09 16:30:00+00:00,3805.400634765625,3806.20703125,3796.40234375,3798.427490234375,0
2026-01-09 17:30:00+00:00,3803.0986328125,3806.728759765625,3800.846923828125,3805.537109375,0
2026-01-09 18:30:00+00:00,3807.6259765625,3808.410400390625,3803.091796875,3803.091796875,0
2026-01-09 19:30:00+00:00,3808.805908203125,3810.0283203125,3807.158935546875,3807.7666015625,0
2026-01-09 20:30:00+00:00,3804.009033203125,3809.372802734375,3804.009033203125,3808.7587890625,0
2026-01-12 14:30:00+00:00,3800.532470703125,3802.187744140625,3787.761962890625,3790.719482421875,0
2026-01-12 15:30:00+00:00,3804.671875,3806.7060546875,3797.356689453125,3800.401123046875,0
2026-01-12 16:30:00+00:00,3805.85009765625,3807.672119140625,3803.960205078125,3804.646240234375,0
2026-01-12 17:30:00+00:00,3808.93310546875,3809.220458984375,3803.588134765625,3805.91064453125,0
2026-01-12 18:30:00+00:00,3809.976806640625,3810.671630859375,3808.0419921875,3808.962158203125,0
2026-01-12 19:30:00+00:00,3809.887451171875,3813.746337890625,3809.15771484375,3810.0185546875,0
2026-01-12 20:30:00+00:00,3809.216552734375,3811.9345703125,3808.798095703125,3809.86474609375,0
2026-01-13 14:30:00+00:00,3795.528076171875,3814.947509765625,3792.7275390625,3809.717041015625,0
2026-01-13 15:30:00+00:00,3799.567138671875,3803.8173828125,3794.989013671875,3795.510009765625,0
2026-01-13 16:30:00+00:00,3805.31787109375,3808.53076171875,3798.868896484375,3799.637939453125,0
2026-01-13 17:30:00+00:00,3797.5361328125,3806.379150390625,3794.96630859375,3805.58447265625,0
2026-01-13 18:30:00+00:00,3797.765380859375,3800.985595703125,3793.8603515625,3797.388671875,0
2026-01-13 19:30:00+00:00,3792.902099609375,3798.8857421875,3792.86669921875,3797.963623046875,0
2026-01-13 20:30:00+00:00,3802.73046875,3802.73046875,3789.498291015625,3792.7685546875,0
2026-01-14 14:30:00+00:00,3776.456787109375,3790.74072265625,3771.004150390625,3787.422607421875,0
2026-01-14 15:30:00+00:00,3778.501220703125,3779.163818359375,3763.8017578125,3776.54296875,0
2026-01-14 16:30:00+00:00,3767.123046875,3779.84130859375,3762.26708984375,3778.57373046875,0
2026-01-14 17:30:00+00:00,3769.686767578125,3769.686767578125,3762.358154296875,3767.19873046875,0
2026-01-14 18:30:00+00:00,3772.169677734375,3773.04296875,3762.771240234375,3769.672607421875,0
2026-01-14 19:30:00+00:00,3777.694580078125,3779.96630859375,3768.452392578125,3772.24365234375,0
2026-01-14 20:30:00+00:00,3783.462646484375,3784.4794921875,3775.340576171875,3777.8330078125,0
2026-01-15 14:30:00+00:00,3804.65869140625,3808.421875,3800.191162109375,3806.293212890625,0
2026-01-15 15:30:00+00:00,3810.166015625,3811.007568359375,3800.7236328125,3804.718505859375,0
2026-01-15 16:30:00+00:00,3808.0048828125,3812.764892578125,3807.938720703125,3809.83154296875,0
2026-01-15 17:30:00+00:00,3810.175048828125,3810.60009765625,3804.929443359375,3808.016845703125,0
2026-01-15 18:30:00+00:00,3803.7119140625,3811.79931640625,3803.22900390625,3810.22265625,0
2026-01-15 19:30:00+00:00,3793.42529296875,3803.568359375,3791.371826171875,3803.4833984375,0
2026-01-15 20:30:00+00:00,3793.277099609375,3795.4599609375,3791.329833984375,3793.4658203125,0
2026-01-16 14:30:00+00:00,3792.34423828125,3805.41162109375,3791.22607421875,3801.138671875,0
2026-01-16 15:30:00+00:00,3798.3232421875,3798.471435546875,3783.491943359375,3792.372802734375,0
2026-01-16 16:30:00+00:00,3797.311767578125,3802.273193359375,3796.318359375,3798.421630859375,0
2026-01-16 17:30:00+00:00,3799.516357421875,3800.221435546875,3793.89599609375,3797.281005859375,0
2026-01-16 18:30:00+00:00,3793.99755859375,3802.4111328125,3793.595458984375,3799.481689453125,0
2026-01-16 19:30:00+00:00,3794.71044921875,3798.757568359375,3793.923583984375,3794.03515625,0
2026-01-16 20:30:00+00:00,3791.403564453125,3795.94580078125,3791.403564453125,3794.692626953125,0
2026-01-20 14:30:00+00:00,3750.1025390625,3750.41259765625,3734.356689453125,3747.94677734375,0
2026-01-20 15:30:00+00:00,3750.42333984375,3755.294677734375,3743.8857421875,3750.073486328125,0
2026-01-20 16:30:00+00:00,3742.654541015625,3752.55908203125,3741.807861328125,3750.432373046875,0
2026-01-20 17:30:00+00:00,3731.431396484375,3742.6962890625,3731.261962890625,3742.6962890625,0
2026-01-20 18:30:00+00:00,3718.261962890625,3731.523193359375,3717.290283203125,3731.3955078125,0
2026-01-20 19:30:00+00:00,3715.41015625,3720.086181640625,3713.211181640625,3718.44091796875,0
2026-01-20 20:30:00+00:00,3714.551025390625,3716.6220703125,3711.378662109375,3715.242431640625,0
2026-01-21 14:30:00+00:00,3746.458984375,3748.59521484375,3725.9697265625,3725.9697265625,0
2026-01-21 15:30:00+00:00,3753.007080078125,3758.353271484375,3746.456298828125,3746.456298828125,0
2026-01-21 16:30:00+00:00,3729.35986328125,3752.75048828125,3720.375,3752.75048828125,0
2026-01-21 17:30:00+00:00,3732.65185546875,3734.60205078125,3723.21337890625,3729.086181640625,0
2026-01-21 18:30:00+00:00,3754.2431640625,3755.78271484375,3728.8662109375,3732.678955078125,0
2026-01-21 19:30:00+00:00,3758.69189453125,3776.317138671875,3754.09326171875,3754.09326171875,0
2026-01-21 20:30:00+00:00,3757.785888671875,3762.455322265625,3755.355712890625,3758.64306640625,0
2026-01-22 14:30:00+00:00,3776.482666015625,3788.802978515625,3768.46728515625,3783.86865234375,0
2026-01-22 15:30:00+00:00,3783.177978515625,3784.703369140625,3774.873291015625,3776.43701171875,0
2026-01-22 16:30:00+00:00,3785.242431640625,3786.86962890625,3781.216552734375,3783.24267578125,0
2026-01-22 17:30:00+00:00,3786.5009765625,3789.9794921875,3785.423583984375,3785.423583984375,0
2026-01-22 18:30:00+00:00,3787.637451171875,3789.02734375,3783.51953125,3786.459228515625,0
2026-01-22 19:30:00+00:00,3774.947265625,3787.87744140625,3774.947265625,3787.640380859375,0
2026-01-22 20:30:00+00:00,3777.819091796875,3778.480712890625,3771.62548828125,3774.63330078125,0
2026-01-23 14:30:00+00:00,3779.31884765625,3781.41748046875,3768.916015625,3778.82861328125,0
2026-01-23 15:30:00+00:00,3782.575927734375,3787.07080078125,3778.865234375,3779.201416015625,0
2026-01-23 16:30:00+00:00,3783.373046875,3785.06787109375,3778.71923828125,3782.517333984375,0
2026-01-23 17:30:00+00:00,3775.819091796875,3783.395751953125,3769.99951171875,3783.325927734375,0
2026-01-23 18:30:00+00:00,3779.8046875,3782.1005859375,3773.478515625,3775.849365234375,0
2026-01-23 19:30:00+00:00,3775.322021484375,3780.822021484375,3774.085205078125,3779.63330078125,0
2026-01-23 20:30:00+00:00,3777.733642578125,3779.415771484375,3773.782470703125,3775.24951171875,0
2026-01-26 14:30:00+00:00,3794.894287109375,3799.30810546875,3779.719482421875,3782.449462890625,0
2026-01-26 15:30:00+00:00,3797.319580078125,3798.548583984375,3792.67431640625,3795.083984375,0
2026-01-26 16:30:00+00:00,3799.4892578125,3800.240966796875,3795.67529296875,3797.263671875,0
2026-01-26 17:30:00+00:00,3800.783203125,3801.057373046875,3796.1953125,3799.413330078125,0
2026-01-26 18:30:00+00:00,3801.06982421875,3802.444091796875,3798.53271484375,3800.710693359375,0
2026-01-26 19:30:00+00:00,3799.802490234375,3801.946533203125,3799.106689453125,3801.084228515625,0
2026-01-26 20:30:00+00:00,3795.517822265625,3801.24853515625,3794.7685546875,3799.843017578125,0
2026-01-27 14:30:00+00:00,3805.996337890625,3809.495849609375,3799.5302734375,3807.649169921875,0
2026-01-27 15:30:00+00:00,3812.917236328125,3814.10107421875,3805.6845703125,3805.841064453125,0
2026-01-27 16:30:00+00:00,3811.242919921875,3814.48193359375,3807.87646484375,3812.87451171875,0
2026-01-27 17:30:00+00:00,3810.2880859375,3811.4287109375,3805.747802734375,3811.185546875,0
2026-01-27 18:30:00+00:00,3812.623291015625,3812.940185546875,3810.075927734375,3810.346435546875,0
2026-01-27 19:30:00+00:00,3811.97265625,3814.097900390625,3811.662109375,3812.66748046875,0
2026-01-27 20:30:00+00:00,3809.34423828125,3812.5009765625,3809.1181640625,3811.963623046875,0
